order_item_id,order_id,product_id,product_name_x,quantity,unit_price_x,total_price,customer_id,store_id,order_date,order_time,payment_method,order_status,shipping_country,shipping_delay_days,product_name_y,category,unit_price_y,country_cust_country,city,loyalty_member,store_name,store_type,country_store_country
17,15,6,Mocha,1,4.0,4.0,190,3,2023-06-13,19:34:00,Online,Completed,Spain,0,Mocha,Coffee,4.0,France,City_86,True,CoffeeHouse_3,DriveThru,Kenya
18,16,8,Iced Latte,1,3.75,3.75,104,2,2022-10-28,12:21:00,Online,Completed,Ethiopia,0,Iced Latte,Coffee,3.75,Spain,City_200,False,CoffeeHouse_2,DriveThru,Kenya
19,17,6,Mocha,1,4.0,4.0,151,26,2023-12-10,05:44:00,Mobile Wallet,Completed,Ethiopia,0,Mocha,Coffee,4.0,Colombia,City_81,True,CoffeeHouse_26,Kiosk,UK
20,18,3,Latte,1,3.5,3.5,50,50,2022-12-17,04:59:00,Online,Completed,Indonesia,1,Latte,Coffee,3.5,UK,City_278,True,CoffeeHouse_50,Airport,Brazil
21,19,8,Iced Latte,1,3.75,3.75,195,49,2024-09-04,19:14:00,Online,Completed,France,1,Iced Latte,Coffee,3.75,Kenya,City_237,True,CoffeeHouse_49,Retail,Australia
22,20,6,Mocha,1,4.0,4.0,145,42,2024-07-25,20:11:00,Card,Completed,Australia,0,Mocha,Coffee,4.0,Italy,City_38,True,CoffeeHouse_42,Kiosk,Vietnam
23,20,2,Americano,1,2.5,2.5,145,42,2024-07-25,20:11:00,Card,Completed,Australia,0,Americano,Coffee,2.5,Italy,City_38,True,CoffeeHouse_42,Kiosk,Vietnam
24,20,5,Flat White,1,3.75,3.75,145,42,2024-07-25,20:11:00,Card,Completed,Australia,0,Flat White,Coffee,3.75,Italy,City_38,True,CoffeeHouse_42,Kiosk,Vietnam
25,21,2,Americano,1,2.5,2.5,119,29,2021-03-19,03:04:00,Mobile Wallet,Completed,Australia,0,Americano,Coffee,2.5,UK,City_193,True,CoffeeHouse_29,Kiosk,Brazil
26,22,4,Cappuccino,1,3.25,3.25,149,36,2021-03-26,16:14:00,Mobile Wallet,Completed,Brazil,0,Cappuccino,Coffee,3.25,UK,City_220,True,CoffeeHouse_36,Kiosk,Kenya
27,23,4,Cappuccino,1,3.25,3.25,88,46,2021-06-22,14:59:00,Card,Completed,Germany,0,Cappuccino,Coffee,3.25,France,City_227,False,CoffeeHouse_46,DriveThru,Italy
28,24,10,Cortado,1,2.0,2.0,96,19,2023-03-05,21:32:00,Card,Completed,Colombia,0,Cortado,Coffee,2.0,France,City_69,False,CoffeeHouse_19,DriveThru,United States
29,25,10,Cortado,1,2.0,2.0,143,44,2023-03-03,11:22:00,Mobile Wallet,Completed,Vietnam,3,Cortado,Coffee,2.0,Italy,City_226,True,CoffeeHouse_44,Airport,Guatemala
30,26,2,Americano,1,2.5,2.5,80,42,2024-09-18,12:51:00,Cash,Completed,Peru,2,Americano,Coffee,2.5,Spain,City_262,True,CoffeeHouse_42,Kiosk,Vietnam
31,27,9,Frappuccino,1,4.5,4.5,172,45,2023-12-15,12:22:00,Cash,Completed,India,0,Frappuccino,Coffee,4.5,Indonesia,City_160,False,CoffeeHouse_45,Retail,Australia
32,28,2,Americano,1,2.5,2.5,197,32,2022-01-29,03:27:00,Card,Completed,Canada,2,Americano,Coffee,2.5,Honduras,City_154,False,CoffeeHouse_32,Retail,Canada
33,29,3,Latte,1,3.5,3.5,135,3,2024-09-17,05:15:00,Mobile Wallet,Completed,Germany,2,Latte,Coffee,3.5,Spain,City_282,False,CoffeeHouse_3,DriveThru,Kenya
34,30,4,Cappuccino,2,3.25,6.5,43,47,2023-06-16,20:50:00,Card,Completed,France,0,Cappuccino,Coffee,3.25,Kenya,City_99,True,CoffeeHouse_47,Airport,Australia
35,31,10,Cortado,2,2.0,4.0,62,20,2023-08-19,13:02:00,Card,Completed,Spain,5,Cortado,Coffee,2.0,Ethiopia,City_55,False,CoffeeHouse_20,Retail,Germany
36,31,8,Iced Latte,1,3.75,3.75,62,20,2023-08-19,13:02:00,Card,Completed,Spain,5,Iced Latte,Coffee,3.75,Ethiopia,City_55,False,CoffeeHouse_20,Retail,Germany
41,34,4,Cappuccino,1,3.25,3.25,129,24,2022-04-28,03:22:00,Card,Completed,Peru,1,Cappuccino,Coffee,3.25,Italy,City_109,False,CoffeeHouse_24,Airport,Kenya
44,36,5,Flat White,1,3.75,3.75,39,36,2024-05-31,04:09:00,Card,Completed,Spain,1,Flat White,Coffee,3.75,Canada,City_68,True,CoffeeHouse_36,Kiosk,Kenya
45,37,10,Cortado,1,2.0,2.0,160,30,2021-05-09,21:34:00,Online,Completed,Kenya,1,Cortado,Coffee,2.0,Peru,City_129,True,CoffeeHouse_30,Kiosk,France
46,38,7,Cold Brew,1,3.25,3.25,75,28,2021-01-04,22:48:00,Card,Completed,Honduras,0,Cold Brew,Coffee,3.25,Honduras,City_157,True,CoffeeHouse_28,DriveThru,Germany
47,39,1,Espresso,1,1.5,1.5,135,35,2023-11-06,16:02:00,Cash,Completed,Costa Rica,7,Espresso,Coffee,1.5,Spain,City_282,False,CoffeeHouse_35,DriveThru,Germany
48,40,4,Cappuccino,1,3.25,3.25,65,48,2021-02-03,21:26:00,Card,Completed,UK,1,Cappuccino,Coffee,3.25,Colombia,City_217,False,CoffeeHouse_48,Retail,Australia
49,41,3,Latte,1,3.5,3.5,86,9,2021-04-01,23:22:00,Card,Completed,Italy,1,Latte,Coffee,3.5,Indonesia,City_292,True,CoffeeHouse_9,DriveThru,Australia
52,44,7,Cold Brew,1,3.25,3.25,95,28,2023-03-31,06:22:00,Mobile Wallet,Completed,Italy,0,Cold Brew,Coffee,3.25,Brazil,City_286,True,CoffeeHouse_28,DriveThru,Germany
53,45,10,Cortado,2,2.0,4.0,133,18,2021-06-19,06:09:00,Card,Completed,Peru,0,Cortado,Coffee,2.0,Mexico,City_114,False,CoffeeHouse_18,Airport,Ethiopia
54,46,7,Cold Brew,1,3.25,3.25,84,43,2022-08-29,15:09:00,Cash,Completed,Brazil,1,Cold Brew,Coffee,3.25,Australia,City_159,False,CoffeeHouse_43,Kiosk,UK
55,47,1,Espresso,1,1.5,1.5,91,40,2023-06-10,21:45:00,Online,Completed,Australia,2,Espresso,Coffee,1.5,Vietnam,City_13,True,CoffeeHouse_40,DriveThru,Guatemala
56,48,8,Iced Latte,1,3.75,3.75,174,11,2021-03-05,02:17:00,Cash,Completed,Honduras,0,Iced Latte,Coffee,3.75,Vietnam,City_256,False,CoffeeHouse_11,DriveThru,Mexico
57,49,6,Mocha,1,4.0,4.0,146,3,2024-05-24,02:37:00,Card,Completed,Australia,0,Mocha,Coffee,4.0,Vietnam,City_77,True,CoffeeHouse_3,DriveThru,Kenya
62,53,2,Americano,2,2.5,5.0,180,41,2021-12-23,04:44:00,Cash,Completed,Italy,0,Americano,Coffee,2.5,Canada,City_279,False,CoffeeHouse_41,Retail,Indonesia
63,54,3,Latte,1,3.5,3.5,142,37,2023-01-26,02:56:00,Online,Completed,Costa Rica,7,Latte,Coffee,3.5,Italy,City_53,False,CoffeeHouse_37,Kiosk,Colombia
64,55,10,Cortado,1,2.0,2.0,185,31,2023-12-13,10:49:00,Card,Completed,France,0,Cortado,Coffee,2.0,United States,City_74,True,CoffeeHouse_31,DriveThru,Honduras
65,56,10,Cortado,1,2.0,2.0,133,23,2021-09-20,01:53:00,Mobile Wallet,Completed,Australia,0,Cortado,Coffee,2.0,Mexico,City_114,False,CoffeeHouse_23,Retail,Mexico
66,56,3,Latte,1,3.5,3.5,133,23,2021-09-20,01:53:00,Mobile Wallet,Completed,Australia,0,Latte,Coffee,3.5,Mexico,City_114,False,CoffeeHouse_23,Retail,Mexico
69,58,10,Cortado,2,2.0,4.0,78,40,2023-12-29,05:15:00,Cash,Completed,Germany,1,Cortado,Coffee,2.0,United States,City_60,False,CoffeeHouse_40,DriveThru,Guatemala
70,59,2,Americano,1,2.5,2.5,155,22,2024-02-29,21:53:00,Mobile Wallet,Completed,Guatemala,1,Americano,Coffee,2.5,Spain,City_59,True,CoffeeHouse_22,Retail,Ethiopia
71,60,9,Frappuccino,1,4.5,4.5,197,37,2023-05-04,10:18:00,Card,Completed,Costa Rica,0,Frappuccino,Coffee,4.5,Honduras,City_154,False,CoffeeHouse_37,Kiosk,Colombia
72,61,8,Iced Latte,1,3.75,3.75,19,45,2021-05-03,20:42:00,Card,Completed,Peru,1,Iced Latte,Coffee,3.75,Canada,City_276,False,CoffeeHouse_45,Retail,Australia
73,62,2,Americano,1,2.5,2.5,89,26,2021-09-25,15:55:00,Cash,Completed,France,0,Americano,Coffee,2.5,Indonesia,City_44,False,CoffeeHouse_26,Kiosk,UK
74,63,7,Cold Brew,1,3.25,3.25,25,4,2022-08-18,19:43:00,Mobile Wallet,Completed,India,1,Cold Brew,Coffee,3.25,Ethiopia,City_151,True,CoffeeHouse_4,Retail,Vietnam
75,63,3,Latte,1,3.5,3.5,25,4,2022-08-18,19:43:00,Mobile Wallet,Completed,India,1,Latte,Coffee,3.5,Ethiopia,City_151,True,CoffeeHouse_4,Retail,Vietnam
76,64,1,Espresso,1,1.5,1.5,128,33,2023-08-15,13:25:00,Card,Completed,Kenya,0,Espresso,Coffee,1.5,Peru,City_15,True,CoffeeHouse_33,Retail,Costa Rica
77,65,8,Iced Latte,1,3.75,3.75,91,4,2021-04-14,00:16:00,Cash,Completed,Spain,0,Iced Latte,Coffee,3.75,Vietnam,City_13,True,CoffeeHouse_4,Retail,Vietnam
78,66,7,Cold Brew,1,3.25,3.25,68,47,2023-01-20,19:10:00,Card,Completed,Canada,0,Cold Brew,Coffee,3.25,Canada,City_19,True,CoffeeHouse_47,Airport,Australia
79,67,10,Cortado,1,2.0,2.0,99,33,2023-07-12,04:03:00,Card,Completed,Ethiopia,0,Cortado,Coffee,2.0,Guatemala,City_267,False,CoffeeHouse_33,Retail,Costa Rica
80,68,9,Frappuccino,1,4.5,4.5,87,36,2023-01-19,01:22:00,Card,Completed,Vietnam,1,Frappuccino,Coffee,4.5,Mexico,City_147,False,CoffeeHouse_36,Kiosk,Kenya
81,69,3,Latte,1,3.5,3.5,122,34,2023-07-25,20:55:00,Mobile Wallet,Completed,Costa Rica,7,Latte,Coffee,3.5,Canada,City_220,False,CoffeeHouse_34,Kiosk,France
82,70,9,Frappuccino,1,4.5,4.5,190,20,2024-04-30,19:12:00,Mobile Wallet,Completed,United States,0,Frappuccino,Coffee,4.5,France,City_86,True,CoffeeHouse_20,Retail,Germany
84,72,10,Cortado,1,2.0,2.0,185,4,2024-04-10,12:58:00,Cash,Completed,Kenya,0,Cortado,Coffee,2.0,United States,City_74,True,CoffeeHouse_4,Retail,Vietnam
85,73,3,Latte,1,3.5,3.5,180,8,2022-01-26,06:57:00,Card,Completed,Germany,3,Latte,Coffee,3.5,Canada,City_279,False,CoffeeHouse_8,DriveThru,India
86,74,9,Frappuccino,1,4.5,4.5,189,47,2021-05-08,22:36:00,Cash,Completed,Costa Rica,0,Frappuccino,Coffee,4.5,Mexico,City_117,True,CoffeeHouse_47,Airport,Australia
88,76,8,Iced Latte,1,3.75,3.75,58,20,2022-08-15,11:54:00,Cash,Completed,Guatemala,0,Iced Latte,Coffee,3.75,Canada,City_110,False,CoffeeHouse_20,Retail,Germany
89,77,6,Mocha,2,4.0,8.0,147,44,2024-01-18,04:59:00,Online,Completed,Mexico,5,Mocha,Coffee,4.0,Ethiopia,City_286,True,CoffeeHouse_44,Airport,Guatemala
90,78,4,Cappuccino,1,3.25,3.25,21,23,2023-06-25,18:23:00,Mobile Wallet,Completed,Canada,1,Cappuccino,Coffee,3.25,Colombia,City_25,True,CoffeeHouse_23,Retail,Mexico
91,79,1,Espresso,1,1.5,1.5,36,7,2024-06-14,18:07:00,Card,Completed,Kenya,0,Espresso,Coffee,1.5,UK,City_113,True,CoffeeHouse_7,Kiosk,Peru
92,80,1,Espresso,2,1.5,3.0,106,22,2023-08-26,05:23:00,Mobile Wallet,Completed,Italy,0,Espresso,Coffee,1.5,Spain,City_276,True,CoffeeHouse_22,Retail,Ethiopia
93,81,2,Americano,1,2.5,2.5,52,49,2022-08-12,07:55:00,Cash,Completed,Brazil,3,Americano,Coffee,2.5,Brazil,City_261,True,CoffeeHouse_49,Retail,Australia
97,84,3,Latte,1,3.5,3.5,29,22,2021-11-29,11:30:00,Cash,Completed,UK,1,Latte,Coffee,3.5,Italy,City_10,False,CoffeeHouse_22,Retail,Ethiopia
98,85,7,Cold Brew,1,3.25,3.25,50,12,2024-06-05,03:15:00,Mobile Wallet,Completed,Vietnam,0,Cold Brew,Coffee,3.25,UK,City_278,True,CoffeeHouse_12,Retail,Ethiopia
99,85,2,Americano,1,2.5,2.5,50,12,2024-06-05,03:15:00,Mobile Wallet,Completed,Vietnam,0,Americano,Coffee,2.5,UK,City_278,True,CoffeeHouse_12,Retail,Ethiopia
100,86,5,Flat White,2,3.75,7.5,64,1,2022-06-19,10:18:00,Card,Completed,UK,0,Flat White,Coffee,3.75,Australia,City_251,True,CoffeeHouse_1,DriveThru,Germany
101,87,5,Flat White,1,3.75,3.75,168,24,2022-04-29,23:25:00,Card,Completed,Mexico,1,Flat White,Coffee,3.75,Canada,City_237,False,CoffeeHouse_24,Airport,Kenya
102,88,3,Latte,1,3.5,3.5,164,19,2023-01-23,15:31:00,Card,Completed,Germany,0,Latte,Coffee,3.5,Spain,City_171,True,CoffeeHouse_19,DriveThru,United States
103,89,4,Cappuccino,1,3.25,3.25,180,36,2023-08-23,23:13:00,Mobile Wallet,Completed,Colombia,0,Cappuccino,Coffee,3.25,Canada,City_279,False,CoffeeHouse_36,Kiosk,Kenya
104,90,1,Espresso,1,1.5,1.5,136,46,2023-01-11,17:15:00,Cash,Completed,Canada,0,Espresso,Coffee,1.5,Guatemala,City_157,True,CoffeeHouse_46,DriveThru,Italy
105,91,10,Cortado,1,2.0,2.0,84,34,2023-06-24,17:25:00,Card,Completed,Brazil,0,Cortado,Coffee,2.0,Australia,City_159,False,CoffeeHouse_34,Kiosk,France
106,92,5,Flat White,1,3.75,3.75,132,27,2023-07-25,13:30:00,Cash,Completed,United States,1,Flat White,Coffee,3.75,Italy,City_252,True,CoffeeHouse_27,Airport,Spain
108,94,7,Cold Brew,1,3.25,3.25,105,12,2021-10-05,13:03:00,Online,Completed,Costa Rica,0,Cold Brew,Coffee,3.25,Italy,City_4,False,CoffeeHouse_12,Retail,Ethiopia
109,95,2,Americano,1,2.5,2.5,175,43,2024-01-10,18:20:00,Mobile Wallet,Completed,Vietnam,1,Americano,Coffee,2.5,Spain,City_248,True,CoffeeHouse_43,Kiosk,UK
110,96,9,Frappuccino,1,4.5,4.5,58,1,2021-02-16,08:26:00,Card,Completed,Vietnam,0,Frappuccino,Coffee,4.5,Canada,City_110,False,CoffeeHouse_1,DriveThru,Germany
111,96,7,Cold Brew,1,3.25,3.25,58,1,2021-02-16,08:26:00,Card,Completed,Vietnam,0,Cold Brew,Coffee,3.25,Canada,City_110,False,CoffeeHouse_1,DriveThru,Germany
112,97,10,Cortado,1,2.0,2.0,186,49,2021-08-20,00:32:00,Cash,Completed,Colombia,0,Cortado,Coffee,2.0,Colombia,City_241,False,CoffeeHouse_49,Retail,Australia
113,98,4,Cappuccino,1,3.25,3.25,9,29,2024-05-09,13:43:00,Mobile Wallet,Completed,Canada,0,Cappuccino,Coffee,3.25,Costa Rica,City_41,False,CoffeeHouse_29,Kiosk,Brazil
114,99,10,Cortado,1,2.0,2.0,199,4,2021-10-14,20:24:00,Card,Completed,Peru,0,Cortado,Coffee,2.0,Kenya,City_196,False,CoffeeHouse_4,Retail,Vietnam
116,101,7,Cold Brew,1,3.25,3.25,110,36,2023-10-13,10:52:00,Card,Completed,Spain,0,Cold Brew,Coffee,3.25,Colombia,City_220,True,CoffeeHouse_36,Kiosk,Kenya
117,102,5,Flat White,1,3.75,3.75,97,12,2024-01-07,04:55:00,Mobile Wallet,Completed,Brazil,0,Flat White,Coffee,3.75,France,City_259,False,CoffeeHouse_12,Retail,Ethiopia
119,104,10,Cortado,1,2.0,2.0,186,13,2021-04-16,02:29:00,Cash,Completed,UK,1,Cortado,Coffee,2.0,Colombia,City_241,False,CoffeeHouse_13,Kiosk,Vietnam
120,105,5,Flat White,2,3.75,7.5,144,14,2023-09-09,00:31:00,Online,Completed,India,5,Flat White,Coffee,3.75,Guatemala,City_245,False,CoffeeHouse_14,Retail,Costa Rica
121,106,4,Cappuccino,1,3.25,3.25,31,48,2023-09-08,09:39:00,Cash,Completed,Canada,1,Cappuccino,Coffee,3.25,Colombia,City_249,True,CoffeeHouse_48,Retail,Australia
122,106,4,Cappuccino,1,3.25,3.25,31,48,2023-09-08,09:39:00,Cash,Completed,Canada,1,Cappuccino,Coffee,3.25,Colombia,City_249,True,CoffeeHouse_48,Retail,Australia
123,107,2,Americano,1,2.5,2.5,79,17,2023-01-07,16:01:00,Card,Completed,Peru,3,Americano,Coffee,2.5,Brazil,City_56,False,CoffeeHouse_17,DriveThru,UK
126,110,6,Mocha,1,4.0,4.0,126,47,2024-08-07,18:39:00,Card,Completed,Canada,7,Mocha,Coffee,4.0,Peru,City_126,False,CoffeeHouse_47,Airport,Australia
127,111,1,Espresso,1,1.5,1.5,16,34,2021-03-11,21:31:00,Card,Completed,Vietnam,0,Espresso,Coffee,1.5,Kenya,City_17,True,CoffeeHouse_34,Kiosk,France
128,111,7,Cold Brew,1,3.25,3.25,16,34,2021-03-11,21:31:00,Card,Completed,Vietnam,0,Cold Brew,Coffee,3.25,Kenya,City_17,True,CoffeeHouse_34,Kiosk,France
129,112,10,Cortado,2,2.0,4.0,130,30,2023-02-04,22:30:00,Cash,Completed,United States,0,Cortado,Coffee,2.0,Guatemala,City_142,True,CoffeeHouse_30,Kiosk,France
130,113,5,Flat White,1,3.75,3.75,106,1,2021-02-04,23:49:00,Card,Completed,Indonesia,0,Flat White,Coffee,3.75,Spain,City_276,True,CoffeeHouse_1,DriveThru,Germany
131,114,5,Flat White,1,3.75,3.75,25,34,2021-11-01,09:07:00,Cash,Completed,Colombia,0,Flat White,Coffee,3.75,Ethiopia,City_151,True,CoffeeHouse_34,Kiosk,France
132,115,5,Flat White,1,3.75,3.75,104,30,2024-03-03,02:45:00,Cash,Completed,Brazil,0,Flat White,Coffee,3.75,Spain,City_200,False,CoffeeHouse_30,Kiosk,France
133,116,3,Latte,1,3.5,3.5,98,25,2024-02-06,14:48:00,Cash,Completed,Peru,0,Latte,Coffee,3.5,Indonesia,City_244,True,CoffeeHouse_25,Airport,France
135,118,1,Espresso,2,1.5,3.0,145,43,2021-03-09,20:02:00,Mobile Wallet,Completed,Costa Rica,3,Espresso,Coffee,1.5,Italy,City_38,True,CoffeeHouse_43,Kiosk,UK
136,119,7,Cold Brew,1,3.25,3.25,77,11,2024-02-29,18:27:00,Mobile Wallet,Completed,Vietnam,1,Cold Brew,Coffee,3.25,Honduras,City_261,False,CoffeeHouse_11,DriveThru,Mexico
137,120,1,Espresso,1,1.5,1.5,177,47,2021-06-10,07:55:00,Online,Completed,Peru,1,Espresso,Coffee,1.5,Colombia,City_142,False,CoffeeHouse_47,Airport,Australia
138,121,5,Flat White,1,3.75,3.75,158,39,2023-03-24,12:08:00,Card,Completed,Costa Rica,0,Flat White,Coffee,3.75,Mexico,City_207,False,CoffeeHouse_39,Retail,Peru
139,121,8,Iced Latte,1,3.75,3.75,158,39,2023-03-24,12:08:00,Card,Completed,Costa Rica,0,Iced Latte,Coffee,3.75,Mexico,City_207,False,CoffeeHouse_39,Retail,Peru
140,122,5,Flat White,1,3.75,3.75,175,38,2024-09-15,02:30:00,Mobile Wallet,Completed,Vietnam,0,Flat White,Coffee,3.75,Spain,City_248,True,CoffeeHouse_38,Kiosk,UK
141,123,1,Espresso,2,1.5,3.0,163,10,2023-03-09,15:10:00,Card,Completed,Guatemala,0,Espresso,Coffee,1.5,UK,City_224,False,CoffeeHouse_10,Airport,Indonesia
142,124,7,Cold Brew,1,3.25,3.25,23,12,2023-06-02,03:03:00,Cash,Completed,Colombia,0,Cold Brew,Coffee,3.25,Australia,City_129,True,CoffeeHouse_12,Retail,Ethiopia
144,126,5,Flat White,1,3.75,3.75,44,44,2023-02-19,02:09:00,Card,Completed,Guatemala,0,Flat White,Coffee,3.75,Spain,City_94,True,CoffeeHouse_44,Airport,Guatemala
145,127,8,Iced Latte,1,3.75,3.75,124,5,2023-01-10,06:40:00,Card,Completed,Vietnam,0,Iced Latte,Coffee,3.75,France,City_79,False,CoffeeHouse_5,DriveThru,Mexico
147,129,7,Cold Brew,2,3.25,6.5,155,45,2022-02-16,09:56:00,Card,Completed,Italy,5,Cold Brew,Coffee,3.25,Spain,City_59,True,CoffeeHouse_45,Retail,Australia
148,130,6,Mocha,1,4.0,4.0,63,21,2023-02-10,19:14:00,Mobile Wallet,Completed,Canada,0,Mocha,Coffee,4.0,Germany,City_108,False,CoffeeHouse_21,Airport,France
149,131,4,Cappuccino,1,3.25,3.25,197,36,2021-02-25,02:21:00,Card,Completed,Spain,1,Cappuccino,Coffee,3.25,Honduras,City_154,False,CoffeeHouse_36,Kiosk,Kenya
150,131,5,Flat White,1,3.75,3.75,197,36,2021-02-25,02:21:00,Card,Completed,Spain,1,Flat White,Coffee,3.75,Honduras,City_154,False,CoffeeHouse_36,Kiosk,Kenya
151,132,7,Cold Brew,1,3.25,3.25,36,41,2022-09-13,02:31:00,Cash,Completed,Germany,0,Cold Brew,Coffee,3.25,UK,City_113,True,CoffeeHouse_41,Retail,Indonesia
152,133,7,Cold Brew,1,3.25,3.25,103,35,2023-11-04,18:19:00,Mobile Wallet,Completed,Colombia,0,Cold Brew,Coffee,3.25,Peru,City_278,True,CoffeeHouse_35,DriveThru,Germany
153,133,6,Mocha,1,4.0,4.0,103,35,2023-11-04,18:19:00,Mobile Wallet,Completed,Colombia,0,Mocha,Coffee,4.0,Peru,City_278,True,CoffeeHouse_35,DriveThru,Germany
154,134,1,Espresso,1,1.5,1.5,64,43,2024-09-23,22:01:00,Cash,Completed,Costa Rica,5,Espresso,Coffee,1.5,Australia,City_251,True,CoffeeHouse_43,Kiosk,UK
155,135,9,Frappuccino,1,4.5,4.5,85,28,2021-08-05,19:02:00,Card,Completed,UK,0,Frappuccino,Coffee,4.5,Canada,City_66,False,CoffeeHouse_28,DriveThru,Germany
156,136,9,Frappuccino,1,4.5,4.5,96,26,2023-08-07,00:50:00,Cash,Completed,Mexico,0,Frappuccino,Coffee,4.5,France,City_69,False,CoffeeHouse_26,Kiosk,UK
157,137,4,Cappuccino,1,3.25,3.25,22,8,2021-10-18,11:53:00,Card,Completed,France,1,Cappuccino,Coffee,3.25,Spain,City_33,False,CoffeeHouse_8,DriveThru,India
158,138,2,Americano,1,2.5,2.5,116,21,2021-05-18,11:42:00,Mobile Wallet,Completed,Indonesia,3,Americano,Coffee,2.5,Kenya,City_65,True,CoffeeHouse_21,Airport,France
159,139,9,Frappuccino,1,4.5,4.5,190,16,2023-11-23,15:46:00,Card,Completed,Costa Rica,1,Frappuccino,Coffee,4.5,France,City_86,True,CoffeeHouse_16,DriveThru,France
160,140,10,Cortado,1,2.0,2.0,48,41,2024-09-08,15:20:00,Card,Completed,Costa Rica,0,Cortado,Coffee,2.0,Costa Rica,City_136,False,CoffeeHouse_41,Retail,Indonesia
161,141,2,Americano,1,2.5,2.5,55,14,2022-07-25,18:19:00,Mobile Wallet,Completed,Peru,0,Americano,Coffee,2.5,Guatemala,City_105,False,CoffeeHouse_14,Retail,Costa Rica
162,142,6,Mocha,1,4.0,4.0,30,17,2024-10-05,03:53:00,Cash,Completed,France,1,Mocha,Coffee,4.0,Kenya,City_30,True,CoffeeHouse_17,DriveThru,UK
163,142,10,Cortado,1,2.0,2.0,30,17,2024-10-05,03:53:00,Cash,Completed,France,1,Cortado,Coffee,2.0,Kenya,City_30,True,CoffeeHouse_17,DriveThru,UK
164,143,3,Latte,1,3.5,3.5,173,46,2022-09-02,06:14:00,Cash,Completed,Vietnam,0,Latte,Coffee,3.5,Colombia,City_116,True,CoffeeHouse_46,DriveThru,Italy
165,143,4,Cappuccino,1,3.25,3.25,173,46,2022-09-02,06:14:00,Cash,Completed,Vietnam,0,Cappuccino,Coffee,3.25,Colombia,City_116,True,CoffeeHouse_46,DriveThru,Italy
168,146,8,Iced Latte,1,3.75,3.75,99,36,2023-11-02,15:09:00,Card,Completed,Colombia,0,Iced Latte,Coffee,3.75,Guatemala,City_267,False,CoffeeHouse_36,Kiosk,Kenya
169,147,5,Flat White,1,3.75,3.75,195,15,2022-08-22,15:36:00,Card,Completed,Italy,0,Flat White,Coffee,3.75,Kenya,City_237,True,CoffeeHouse_15,Retail,Costa Rica
